"","interests_correlate","d_interests_correlate"
"5158","0.67","[0.33-1]"
"5159","0.39","[0.33-1]"
"5160","0.13","[0-0.33]"
"5161","-0.38","[-1-0]"
"5162","0.06","[0-0.33]"
"5163","0.22","[0-0.33]"
"5164","-0.06","[-1-0]"
"5165","0.24","[0-0.33]"
"5166","0.19","[0-0.33]"
"5167","-0.07","[-1-0]"
"5168","-0.04","[-1-0]"
"5169","0.5","[0.33-1]"
"5170","0.08","[0-0.33]"
"5171","0.48","[0.33-1]"
"5172","-0.01","[-1-0]"
"5173","0.45","[0.33-1]"
"5174","0.37","[0.33-1]"
"5175","0.13","[0-0.33]"
"5176","0.08","[0-0.33]"
"5177","0.46","[0.33-1]"
"5178","0.24","[0-0.33]"
"5179","0.01","[0-0.33]"
"5180","0.18","[0-0.33]"
"5181","0.24","[0-0.33]"
"5182","0.11","[0-0.33]"
"5183","-0.17","[-1-0]"
"5184","0.15","[0-0.33]"
"5185","-0.32","[-1-0]"
"5186","0.32","[0-0.33]"
"5187","0.51","[0.33-1]"
"5188","0.24","[0-0.33]"
"5189","0.27","[0-0.33]"
"5190","0.08","[0-0.33]"
"5191","0.29","[0-0.33]"
"5192","0.02","[0-0.33]"
"5193","-0.13","[-1-0]"
"5194","0.02","[0-0.33]"
"5195","0.18","[0-0.33]"
"5196","-0.09","[-1-0]"
"5197","0.22","[0-0.33]"
"5198","0.09","[0-0.33]"
"5199","0","[-1-0]"
"5200","0.07","[0-0.33]"
"5201","-0.23","[-1-0]"
"5202","0.31","[0-0.33]"
"5203","-0.21","[-1-0]"
"5204","0.25","[0-0.33]"
"5205","0.8","[0.33-1]"
"5206","0.46","[0.33-1]"
"5207","0.11","[0-0.33]"
"5208","0.04","[0-0.33]"
"5209","0.72","[0.33-1]"
"5210","0.64","[0.33-1]"
"5211","-0.23","[-1-0]"
"5212","0.24","[0-0.33]"
"5213","0.75","[0.33-1]"
"5214","0.15","[0-0.33]"
"5215","0.05","[0-0.33]"
"5216","0.43","[0.33-1]"
"5217","0.09","[0-0.33]"
"5218","0.25","[0-0.33]"
"5219","-0.2","[-1-0]"
"5220","0.24","[0-0.33]"
"5221","-0.4","[-1-0]"
"5222","0.08","[0-0.33]"
"5223","0.41","[0.33-1]"
"5224","0.18","[0-0.33]"
"5225","0.06","[0-0.33]"
"5226","0.05","[0-0.33]"
"5227","0.38","[0.33-1]"
"5228","0.2","[0-0.33]"
"5229","0.08","[0-0.33]"
"5230","-0.09","[-1-0]"
"5231","0.3","[0-0.33]"
"5232","0.16","[0-0.33]"
"5233","0.27","[0-0.33]"
"5234","0.4","[0.33-1]"
"5235","-0.01","[-1-0]"
"5236","0.43","[0.33-1]"
"5237","-0.06","[-1-0]"
"5238","0.36","[0.33-1]"
"5239","-0.34","[-1-0]"
"5240","0.16","[0-0.33]"
"5241","0.53","[0.33-1]"
"5242","0.31","[0-0.33]"
"5243","0.2","[0-0.33]"
"5244","-0.29","[-1-0]"
"5245","0.53","[0.33-1]"
"5246","0.56","[0.33-1]"
"5247","-0.39","[-1-0]"
"5248","0.32","[0-0.33]"
"5249","0.42","[0.33-1]"
"5250","-0.27","[-1-0]"
"5251","-0.32","[-1-0]"
"5252","-0.06","[-1-0]"
"5253","-0.06","[-1-0]"
"5254","-0.08","[-1-0]"
"5255","-0.52","[-1-0]"
"5256","0.5","[0.33-1]"
"5257","-0.46","[-1-0]"
"5258","-0.37","[-1-0]"
"5259","0.26","[0-0.33]"
"5260","-0.03","[-1-0]"
"5261","-0.25","[-1-0]"
"5262","0.6","[0.33-1]"
"5263","-0.1","[-1-0]"
"5264","-0.02","[-1-0]"
"5265","0.27","[0-0.33]"
"5266","0.11","[0-0.33]"
"5267","0.22","[0-0.33]"
"5268","0.31","[0-0.33]"
"5269","0.43","[0.33-1]"
"5270","0.54","[0.33-1]"
"5271","0.04","[0-0.33]"
"5272","0.54","[0.33-1]"
"5273","0.49","[0.33-1]"
"5274","0.11","[0-0.33]"
"5275","0.29","[0-0.33]"
"5276","0.36","[0.33-1]"
"5277","0.41","[0.33-1]"
"5278","0.64","[0.33-1]"
"5279","0.36","[0.33-1]"
"5280","0.09","[0-0.33]"
"5281","0.65","[0.33-1]"
"5282","0.53","[0.33-1]"
"5283","0.07","[0-0.33]"
"5284","0.06","[0-0.33]"
"5285","0.23","[0-0.33]"
"5286","0.25","[0-0.33]"
"5287","0.09","[0-0.33]"
"5288","-0.01","[-1-0]"
"5289","0.44","[0.33-1]"
"5290","0.1","[0-0.33]"
"5291","0.15","[0-0.33]"
"5292","0.08","[0-0.33]"
"5293","-0.21","[-1-0]"
"5294","0.52","[0.33-1]"
"5295","0.14","[0-0.33]"
"5296","0.12","[0-0.33]"
"5297","-0.17","[-1-0]"
"5298","0.45","[0.33-1]"
"5299","0.09","[0-0.33]"
"5300","-0.05","[-1-0]"
"5301","0.21","[0-0.33]"
"5302","-0.1","[-1-0]"
"5303","0.42","[0.33-1]"
"5304","0.46","[0.33-1]"
"5305","0.51","[0.33-1]"
"5306","0.6","[0.33-1]"
"5307","0.02","[0-0.33]"
"5308","0.54","[0.33-1]"
"5309","0.55","[0.33-1]"
"5310","-0.03","[-1-0]"
"5311","0.18","[0-0.33]"
"5312","0.46","[0.33-1]"
"5313","0.53","[0.33-1]"
"5314","0.07","[0-0.33]"
"5315","0.37","[0.33-1]"
"5316","-0.02","[-1-0]"
"5317","0.31","[0-0.33]"
"5318","0.29","[0-0.33]"
"5319","0.02","[0-0.33]"
"5320","0.12","[0-0.33]"
"5321","0.55","[0.33-1]"
"5322","0.21","[0-0.33]"
"5323","-0.34","[-1-0]"
"5324","0.33","[0-0.33]"
"5325","0.15","[0-0.33]"
"5326","-0.01","[-1-0]"
"5327","-0.07","[-1-0]"
"5328","0.1","[0-0.33]"
"5329","-0.45","[-1-0]"
"5330","0.1","[0-0.33]"
"5331","0.23","[0-0.33]"
"5332","0.41","[0.33-1]"
"5333","0.6","[0.33-1]"
"5334","0.37","[0.33-1]"
"5335","0.13","[0-0.33]"
"5336","0.06","[0-0.33]"
"5337","0.32","[0-0.33]"
"5338","0.4","[0.33-1]"
"5339","-0.17","[-1-0]"
"5340","0.14","[0-0.33]"
"5341","-0.19","[-1-0]"
"5342","-0.22","[-1-0]"
"5343","0.51","[0.33-1]"
"5344","-0.19","[-1-0]"
"5345","0.47","[0.33-1]"
"5346","0.24","[0-0.33]"
"5347","0.28","[0-0.33]"
"5348","0.52","[0.33-1]"
"5349","0.44","[0.33-1]"
"5350","0.24","[0-0.33]"
"5351","0.19","[0-0.33]"
"5352","0.11","[0-0.33]"
"5353","0.31","[0-0.33]"
"5354","0.34","[0.33-1]"
"5355","-0.38","[-1-0]"
"5356","0.3","[0-0.33]"
"5357","0.52","[0.33-1]"
"5358","-0.23","[-1-0]"
"5359","0.12","[0-0.33]"
"5360","0.04","[0-0.33]"
"5361","-0.18","[-1-0]"
"5362","-0.07","[-1-0]"
"5363","-0.38","[-1-0]"
"5364","0.28","[0-0.33]"
"5365","0.02","[0-0.33]"
"5366","-0.18","[-1-0]"
"5367","0.08","[0-0.33]"
"5368","0.15","[0-0.33]"
"5369","-0.25","[-1-0]"
"5370","0.33","[0-0.33]"
"5371","0.27","[0-0.33]"
"5372","0.26","[0-0.33]"
"5373","-0.18","[-1-0]"
"5374","-0.22","[-1-0]"
"5375","0.38","[0.33-1]"
"5376","0.04","[0-0.33]"
"5377","0.37","[0.33-1]"
"5378","0.46","[0.33-1]"
"5379","-0.17","[-1-0]"
"5380","0.18","[0-0.33]"
"5381","-0.27","[-1-0]"
"5382","0.27","[0-0.33]"
"5383","-0.21","[-1-0]"
"5384","-0.26","[-1-0]"
"5385","0.71","[0.33-1]"
"5386","0.47","[0.33-1]"
"5387","0.54","[0.33-1]"
"5388","0.09","[0-0.33]"
"5389","0.41","[0.33-1]"
"5390","?","[-1-0]"
"5391","0.08","[0-0.33]"
"5392","0.63","[0.33-1]"
"5393","0.5","[0.33-1]"
"5394","0.51","[0.33-1]"
"5395","0.8","[0.33-1]"
"5396","0.41","[0.33-1]"
"5397","0.53","[0.33-1]"
"5398","0.26","[0-0.33]"
"5399","0.41","[0.33-1]"
"5400","0.14","[0-0.33]"
"5401","0.53","[0.33-1]"
"5402","0.23","[0-0.33]"
"5403","0.44","[0.33-1]"
"5404","0.08","[0-0.33]"
"5405","0.49","[0.33-1]"
"5406","0.31","[0-0.33]"
"5407","0.62","[0.33-1]"
"5408","0.41","[0.33-1]"
"5409","0.07","[0-0.33]"
"5410","?","[-1-0]"
"5411","0.48","[0.33-1]"
"5412","0.53","[0.33-1]"
"5413","0.08","[0-0.33]"
"5414","0.24","[0-0.33]"
"5415","0.46","[0.33-1]"
"5416","0.18","[0-0.33]"
"5417","0.31","[0-0.33]"
"5418","-0.03","[-1-0]"
"5419","0.64","[0.33-1]"
"5420","0.12","[0-0.33]"
"5421","0.07","[0-0.33]"
"5422","0.41","[0.33-1]"
"5423","0.24","[0-0.33]"
"5424","0.15","[0-0.33]"
"5425","0.21","[0-0.33]"
"5426","0.15","[0-0.33]"
"5427","0.06","[0-0.33]"
"5428","-0.11","[-1-0]"
"5429","0.45","[0.33-1]"
"5430","?","[-1-0]"
"5431","0.51","[0.33-1]"
"5432","0.05","[0-0.33]"
"5433","0.48","[0.33-1]"
"5434","0.27","[0-0.33]"
"5435","0.11","[0-0.33]"
"5436","0.06","[0-0.33]"
"5437","0.2","[0-0.33]"
"5438","-0.25","[-1-0]"
"5439","0.36","[0.33-1]"
"5440","-0.17","[-1-0]"
"5441","0.37","[0.33-1]"
"5442","0.6","[0.33-1]"
"5443","0.19","[0-0.33]"
"5444","-0.25","[-1-0]"
"5445","-0.21","[-1-0]"
"5446","0","[-1-0]"
"5447","-0.04","[-1-0]"
"5448","-0.04","[-1-0]"
"5449","0.18","[0-0.33]"
"5450","?","[-1-0]"
"5451","0.09","[0-0.33]"
"5452","-0.14","[-1-0]"
"5453","-0.01","[-1-0]"
"5454","0.08","[0-0.33]"
"5455","0.04","[0-0.33]"
"5456","0.05","[0-0.33]"
"5457","-0.29","[-1-0]"
"5458","0.6","[0.33-1]"
"5459","0.09","[0-0.33]"
"5460","0.45","[0.33-1]"
"5461","-0.02","[-1-0]"
"5462","0.37","[0.33-1]"
"5463","0.11","[0-0.33]"
"5464","0.33","[0-0.33]"
"5465","0.45","[0.33-1]"
"5466","0.03","[0-0.33]"
"5467","0.68","[0.33-1]"
"5468","0.32","[0-0.33]"
"5469","0.19","[0-0.33]"
"5470","?","[-1-0]"
"5471","0.16","[0-0.33]"
"5472","0.41","[0.33-1]"
"5473","0.45","[0.33-1]"
"5474","0.29","[0-0.33]"
"5475","0.72","[0.33-1]"
"5476","0.38","[0.33-1]"
"5477","0.53","[0.33-1]"
"5478","-0.1","[-1-0]"
"5479","0.65","[0.33-1]"
"5480","0.09","[0-0.33]"
"5481","0.31","[0-0.33]"
"5482","0.13","[0-0.33]"
"5483","0.31","[0-0.33]"
"5484","0.27","[0-0.33]"
"5485","0.55","[0.33-1]"
"5486","0.06","[0-0.33]"
"5487","0.62","[0.33-1]"
"5488","0.36","[0.33-1]"
"5489","0.19","[0-0.33]"
"5490","?","[-1-0]"
"5491","0.21","[0-0.33]"
"5492","0.56","[0.33-1]"
"5493","0.37","[0.33-1]"
"5494","0.02","[0-0.33]"
"5495","0.64","[0.33-1]"
"5496","0.2","[0-0.33]"
"5497","0.56","[0.33-1]"
"5498","-0.02","[-1-0]"
"5499","0.53","[0.33-1]"
"5500","-0.05","[-1-0]"
"5501","0.29","[0-0.33]"
"5502","0.06","[0-0.33]"
"5503","0.34","[0.33-1]"
"5504","0.26","[0-0.33]"
"5505","-0.16","[-1-0]"
"5506","0.01","[0-0.33]"
"5507","-0.15","[-1-0]"
"5508","0.23","[0-0.33]"
"5509","0.32","[0-0.33]"
"5510","?","[-1-0]"
"5511","0.34","[0.33-1]"
"5512","0.08","[0-0.33]"
"5513","0.13","[0-0.33]"
"5514","-0.13","[-1-0]"
"5515","-0.23","[-1-0]"
"5516","0.08","[0-0.33]"
"5517","-0.39","[-1-0]"
"5518","0.27","[0-0.33]"
"5519","0.07","[0-0.33]"
"5520","0.21","[0-0.33]"
"5521","0.02","[0-0.33]"
"5522","0.32","[0-0.33]"
"5523","-0.38","[-1-0]"
"5524","-0.18","[-1-0]"
"5525","0.56","[0.33-1]"
"5526","0.53","[0.33-1]"
"5527","0.16","[0-0.33]"
"5528","0.17","[0-0.33]"
"5529","0.32","[0-0.33]"
"5530","?","[-1-0]"
"5531","0.52","[0.33-1]"
"5532","0.67","[0.33-1]"
"5533","0.08","[0-0.33]"
"5534","0.02","[0-0.33]"
"5535","0.24","[0-0.33]"
"5536","-0.09","[-1-0]"
"5537","0.32","[0-0.33]"
"5538","0.11","[0-0.33]"
"5539","0.06","[0-0.33]"
"5540","-0.1","[-1-0]"
"5541","0.12","[0-0.33]"
"5542","0.4","[0.33-1]"
"5543","0.3","[0-0.33]"
"5544","-0.22","[-1-0]"
"5545","0.57","[0.33-1]"
"5546","0.05","[0-0.33]"
"5547","0.49","[0.33-1]"
"5548","-0.06","[-1-0]"
"5549","0.04","[0-0.33]"
"5550","?","[-1-0]"
"5551","-0.19","[-1-0]"
"5552","0.39","[0.33-1]"
"5553","0.46","[0.33-1]"
"5554","0.18","[0-0.33]"
"5555","0.75","[0.33-1]"
"5556","0.3","[0-0.33]"
"5557","0.42","[0.33-1]"
"5558","0.22","[0-0.33]"
"5559","0.23","[0-0.33]"
"5560","0.42","[0.33-1]"
"5561","0.55","[0.33-1]"
"5562","-0.17","[-1-0]"
"5563","0.52","[0.33-1]"
"5564","0.38","[0.33-1]"
"5565","-0.14","[-1-0]"
"5566","-0.07","[-1-0]"
"5567","0.06","[0-0.33]"
"5568","0.22","[0-0.33]"
"5569","0.19","[0-0.33]"
"5570","?","[-1-0]"
"5571","0.02","[0-0.33]"
"5572","0.13","[0-0.33]"
"5573","0.24","[0-0.33]"
"5574","-0.09","[-1-0]"
"5575","0.15","[0-0.33]"
"5576","0.16","[0-0.33]"
"5577","-0.27","[-1-0]"
"5578","0.31","[0-0.33]"
"5579","0.25","[0-0.33]"
"5580","0.46","[0.33-1]"
"5581","0.21","[0-0.33]"
"5582","0.14","[0-0.33]"
"5583","-0.23","[-1-0]"
"5584","0.04","[0-0.33]"
"5585","-0.23","[-1-0]"
"5586","-0.52","[-1-0]"
"5587","-0.07","[-1-0]"
"5588","0.33","[0-0.33]"
"5589","0.23","[0-0.33]"
"5590","?","[-1-0]"
"5591","-0.31","[-1-0]"
"5592","-0.38","[-1-0]"
"5593","0.01","[0-0.33]"
"5594","0.22","[0-0.33]"
"5595","0.05","[0-0.33]"
"5596","0.27","[0-0.33]"
"5597","-0.32","[-1-0]"
"5598","0.43","[0.33-1]"
"5599","0.09","[0-0.33]"
"5600","0.51","[0.33-1]"
"5601","-0.34","[-1-0]"
"5602","-0.19","[-1-0]"
"5603","0.12","[0-0.33]"
"5604","0.37","[0.33-1]"
"5605","0","[-1-0]"
"5606","-0.03","[-1-0]"
"5607","0.28","[0-0.33]"
"5608","-0.11","[-1-0]"
"5609","-0.19","[-1-0]"
"5610","?","[-1-0]"
"5611","-0.43","[-1-0]"
"5612","0.06","[0-0.33]"
"5613","0.18","[0-0.33]"
"5614","0.09","[0-0.33]"
"5615","0.43","[0.33-1]"
"5616","0.4","[0.33-1]"
"5617","-0.06","[-1-0]"
"5618","0.54","[0.33-1]"
"5619","-0.01","[-1-0]"
"5620","0.6","[0.33-1]"
"5621","0.33","[0-0.33]"
"5622","-0.22","[-1-0]"
"5623","0.04","[0-0.33]"
"5624","0.46","[0.33-1]"
"5625","-0.13","[-1-0]"
"5626","0.09","[0-0.33]"
"5627","0.03","[0-0.33]"
"5628","0.25","[0-0.33]"
"5629","0.44","[0.33-1]"
"5630","?","[-1-0]"
"5631","0.37","[0.33-1]"
"5632","0.22","[0-0.33]"
"5633","0.24","[0-0.33]"
"5634","0","[-1-0]"
"5635","0.09","[0-0.33]"
"5636","-0.01","[-1-0]"
"5637","-0.06","[-1-0]"
"5638","0.04","[0-0.33]"
"5639","0.44","[0.33-1]"
"5640","0.02","[0-0.33]"
"5641","0.15","[0-0.33]"
"5642","0.51","[0.33-1]"
"5643","-0.18","[-1-0]"
"5644","-0.17","[-1-0]"
"5645","-0.15","[-1-0]"
"5646","-0.07","[-1-0]"
"5647","0.18","[0-0.33]"
"5648","0.52","[0.33-1]"
"5649","-0.04","[-1-0]"
"5650","?","[-1-0]"
"5651","-0.23","[-1-0]"
"5652","-0.06","[-1-0]"
"5653","0.11","[0-0.33]"
"5654","0.07","[0-0.33]"
"5655","0.25","[0-0.33]"
"5656","0.43","[0.33-1]"
"5657","-0.08","[-1-0]"
"5658","0.54","[0.33-1]"
"5659","0.1","[0-0.33]"
"5660","0.54","[0.33-1]"
"5661","-0.01","[-1-0]"
"5662","-0.19","[-1-0]"
"5663","-0.07","[-1-0]"
"5664","0.18","[0-0.33]"
"5665","-0.13","[-1-0]"
"5666","0.38","[0.33-1]"
"5667","-0.07","[-1-0]"
"5668","0.47","[0.33-1]"
"5669","0.01","[0-0.33]"
"5670","?","[-1-0]"
"5671","0.47","[0.33-1]"
"5672","0.24","[0-0.33]"
"5673","-0.17","[-1-0]"
"5674","-0.23","[-1-0]"
"5675","-0.2","[-1-0]"
"5676","-0.06","[-1-0]"
"5677","-0.52","[-1-0]"
"5678","0.49","[0.33-1]"
"5679","0.15","[0-0.33]"
"5680","0.55","[0.33-1]"
"5681","-0.07","[-1-0]"
"5682","0.47","[0.33-1]"
"5683","-0.38","[-1-0]"
"5684","-0.27","[-1-0]"
"5685","0.5","[0.33-1]"
"5686","0.41","[0.33-1]"
"5687","0.48","[0.33-1]"
"5688","-0.06","[-1-0]"
"5689","0.02","[0-0.33]"
"5690","?","[-1-0]"
"5691","0.56","[0.33-1]"
"5692","0.19","[0-0.33]"
"5693","0.15","[0-0.33]"
"5694","0.31","[0-0.33]"
"5695","0.24","[0-0.33]"
"5696","0.36","[0.33-1]"
"5697","0.5","[0.33-1]"
"5698","0.11","[0-0.33]"
"5699","0.08","[0-0.33]"
"5700","-0.03","[-1-0]"
"5701","0.1","[0-0.33]"
"5702","0.24","[0-0.33]"
"5703","0.28","[0-0.33]"
"5704","0.27","[0-0.33]"
"5705","-0.23","[-1-0]"
"5706","-0.01","[-1-0]"
"5707","-0.47","[-1-0]"
"5708","0.3","[0-0.33]"
"5709","0.2","[0-0.33]"
"5710","?","[-1-0]"
"5711","0.25","[0-0.33]"
"5712","-0.07","[-1-0]"
"5713","-0.32","[-1-0]"
"5714","-0.21","[-1-0]"
"5715","-0.4","[-1-0]"
"5716","-0.34","[-1-0]"
"5717","-0.46","[-1-0]"
"5718","0.29","[0-0.33]"
"5719","-0.21","[-1-0]"
"5720","0.18","[0-0.33]"
"5721","-0.45","[-1-0]"
"5722","0.28","[0-0.33]"
"5723","0.02","[0-0.33]"
"5724","-0.21","[-1-0]"
"5725","-0.2","[-1-0]"
"5726","0.04","[0-0.33]"
"5727","-0.1","[-1-0]"
"5728","0.44","[0.33-1]"
"5729","0.59","[0.33-1]"
"5730","?","[-1-0]"
"5731","0.22","[0-0.33]"
"5732","-0.04","[-1-0]"
"5733","0.32","[0-0.33]"
"5734","0.25","[0-0.33]"
"5735","0.08","[0-0.33]"
"5736","0.16","[0-0.33]"
"5737","-0.37","[-1-0]"
"5738","0.36","[0.33-1]"
"5739","0.52","[0.33-1]"
"5740","0.46","[0.33-1]"
"5741","0.1","[0-0.33]"
"5742","0.52","[0.33-1]"
"5743","-0.18","[-1-0]"
"5744","-0.26","[-1-0]"
"5745","0.36","[0.33-1]"
"5746","0.22","[0-0.33]"
"5747","0.46","[0.33-1]"
"5748","0.35","[0.33-1]"
"5749","0.36","[0.33-1]"
"5750","0.14","[0-0.33]"
"5751","0.24","[0-0.33]"
"5752","0.04","[0-0.33]"
"5753","0.24","[0-0.33]"
"5754","0.61","[0.33-1]"
"5755","0.72","[0.33-1]"
"5756","0.45","[0.33-1]"
"5757","0.19","[0-0.33]"
"5758","-0.25","[-1-0]"
"5759","0.24","[0-0.33]"
"5760","-0.03","[-1-0]"
"5761","0.2","[0-0.33]"
"5762","-0.21","[-1-0]"
"5763","0.53","[0.33-1]"
"5764","0.41","[0.33-1]"
"5765","-0.38","[-1-0]"
"5766","0.12","[0-0.33]"
"5767","0.18","[0-0.33]"
"5768","0.3","[0-0.33]"
"5769","-0.14","[-1-0]"
"5770","0.33","[0-0.33]"
"5771","-0.16","[-1-0]"
"5772","0.27","[0-0.33]"
"5773","0.13","[0-0.33]"
"5774","0.39","[0.33-1]"
"5775","0.29","[0-0.33]"
"5776","0.08","[0-0.33]"
"5777","-0.26","[-1-0]"
"5778","0.51","[0.33-1]"
"5779","0.23","[0-0.33]"
"5780","0.62","[0.33-1]"
"5781","-0.15","[-1-0]"
"5782","0.16","[0-0.33]"
"5783","0.02","[0-0.33]"
"5784","0.29","[0-0.33]"
"5785","0.38","[0.33-1]"
"5786","0.1","[0-0.33]"
"5787","0.35","[0.33-1]"
"5788","-0.09","[-1-0]"
"5789","-0.14","[-1-0]"
"5790","0.24","[0-0.33]"
"5791","0.44","[0.33-1]"
"5792","0.07","[0-0.33]"
"5793","0.6","[0.33-1]"
"5794","0.26","[0-0.33]"
"5795","0.36","[0.33-1]"
"5796","-0.28","[-1-0]"
"5797","0.41","[0.33-1]"
"5798","-0.05","[-1-0]"
"5799","0.08","[0-0.33]"
"5800","-0.32","[-1-0]"
"5801","0.51","[0.33-1]"
"5802","-0.12","[-1-0]"
"5803","0.15","[0-0.33]"
"5804","0.24","[0-0.33]"
"5805","-0.18","[-1-0]"
"5806","0.15","[0-0.33]"
"5807","0.11","[0-0.33]"
"5808","-0.09","[-1-0]"
"5809","-0.16","[-1-0]"
"5810","0.46","[0.33-1]"
"5811","0.32","[0-0.33]"
"5812","0.64","[0.33-1]"
"5813","0.43","[0.33-1]"
"5814","-0.3","[-1-0]"
"5815","-0.19","[-1-0]"
"5816","0.37","[0.33-1]"
"5817","0.19","[0-0.33]"
"5818","0.35","[0.33-1]"
"5819","-0.03","[-1-0]"
"5820","0.39","[0.33-1]"
"5821","0.55","[0.33-1]"
"5822","-0.3","[-1-0]"
"5823","0.34","[0.33-1]"
"5824","0.24","[0-0.33]"
"5825","0.26","[0-0.33]"
"5826","0.1","[0-0.33]"
"5827","0.37","[0.33-1]"
"5828","0.16","[0-0.33]"
"5829","0.1","[0-0.33]"
"5830","0.09","[0-0.33]"
"5831","0.51","[0.33-1]"
"5832","0.43","[0.33-1]"
"5833","0.08","[0-0.33]"
"5834","-0.2","[-1-0]"
"5835","0.29","[0-0.33]"
"5836","0.33","[0-0.33]"
"5837","0.36","[0.33-1]"
"5838","0.14","[0-0.33]"
"5839","0.17","[0-0.33]"
"5840","0.53","[0.33-1]"
"5841","0.11","[0-0.33]"
"5842","0.36","[0.33-1]"
"5843","0.42","[0.33-1]"
"5844","0.35","[0.33-1]"
"5845","0.17","[0-0.33]"
"5846","0.21","[0-0.33]"
"5847","0.11","[0-0.33]"
"5848","0.64","[0.33-1]"
"5849","0.16","[0-0.33]"
"5850","0.44","[0.33-1]"
"5851","0.34","[0.33-1]"
"5852","0.06","[0-0.33]"
"5853","-0.5","[-1-0]"
"5854","0.26","[0-0.33]"
"5855","0.14","[0-0.33]"
"5856","0.08","[0-0.33]"
"5857","-0.32","[-1-0]"
"5858","0.49","[0.33-1]"
"5859","0.22","[0-0.33]"
"5860","0.47","[0.33-1]"
"5861","0.66","[0.33-1]"
"5862","0.54","[0.33-1]"
"5863","0.73","[0.33-1]"
"5864","0.34","[0.33-1]"
"5865","-0.14","[-1-0]"
"5866","0.42","[0.33-1]"
"5867","0.6","[0.33-1]"
"5868","0.4","[0.33-1]"
"5869","0.68","[0.33-1]"
"5870","0.26","[0-0.33]"
"5871","0.47","[0.33-1]"
"5872","-0.35","[-1-0]"
"5873","0.44","[0.33-1]"
"5874","-0.4","[-1-0]"
"5875","-0.14","[-1-0]"
"5876","-0.49","[-1-0]"
"5877","0.62","[0.33-1]"
"5878","-0.22","[-1-0]"
"5879","0.39","[0.33-1]"
"5880","0.04","[0-0.33]"
"5881","0.03","[0-0.33]"
"5882","0.13","[0-0.33]"
"5883","-0.36","[-1-0]"
"5884","-0.28","[-1-0]"
"5885","-0.28","[-1-0]"
"5886","0.79","[0.33-1]"
"5887","0.3","[0-0.33]"
"5888","0.3","[0-0.33]"
"5889","-0.01","[-1-0]"
"5890","-0.07","[-1-0]"
"5891","-0.62","[-1-0]"
"5892","0.21","[0-0.33]"
"5893","-0.15","[-1-0]"
"5894","0.26","[0-0.33]"
"5895","-0.57","[-1-0]"
"5896","0.55","[0.33-1]"
"5897","0.26","[0-0.33]"
"5898","0.01","[0-0.33]"
"5899","0.18","[0-0.33]"
"5900","0.34","[0.33-1]"
"5901","0.21","[0-0.33]"
"5902","-0.22","[-1-0]"
"5903","-0.1","[-1-0]"
"5904","-0.06","[-1-0]"
"5905","0.65","[0.33-1]"
"5906","0.19","[0-0.33]"
"5907","0.24","[0-0.33]"
"5908","-0.01","[-1-0]"
"5909","-0.06","[-1-0]"
"5910","-0.58","[-1-0]"
"5911","0.26","[0-0.33]"
"5912","-0.09","[-1-0]"
"5913","0.3","[0-0.33]"
"5914","-0.28","[-1-0]"
"5915","0.48","[0.33-1]"
"5916","0.35","[0.33-1]"
"5917","-0.16","[-1-0]"
"5918","0.29","[0-0.33]"
"5919","0.29","[0-0.33]"
"5920","0.22","[0-0.33]"
"5921","0.17","[0-0.33]"
"5922","0.34","[0.33-1]"
"5923","0.14","[0-0.33]"
"5924","0.18","[0-0.33]"
"5925","0.23","[0-0.33]"
"5926","0.4","[0.33-1]"
"5927","0.14","[0-0.33]"
"5928","-0.04","[-1-0]"
"5929","0.21","[0-0.33]"
"5930","0.35","[0.33-1]"
"5931","0.08","[0-0.33]"
"5932","0.54","[0.33-1]"
"5933","0.45","[0.33-1]"
"5934","0.27","[0-0.33]"
"5935","0.29","[0-0.33]"
"5936","-0.09","[-1-0]"
"5937","0.37","[0.33-1]"
"5938","0.21","[0-0.33]"
"5939","0.47","[0.33-1]"
"5940","-0.05","[-1-0]"
"5941","0.36","[0.33-1]"
"5942","-0.05","[-1-0]"
"5943","-0.04","[-1-0]"
"5944","0.33","[0-0.33]"
"5945","0.7","[0.33-1]"
"5946","0.32","[0-0.33]"
"5947","0.44","[0.33-1]"
"5948","0.12","[0-0.33]"
"5949","0.59","[0.33-1]"
"5950","0.04","[0-0.33]"
"5951","0.36","[0.33-1]"
"5952","-0.01","[-1-0]"
"5953","0.3","[0-0.33]"
"5954","0.26","[0-0.33]"
"5955","0.36","[0.33-1]"
"5956","0.68","[0.33-1]"
"5957","0.59","[0.33-1]"
"5958","0.6","[0.33-1]"
"5959","0.21","[0-0.33]"
"5960","0.19","[0-0.33]"
"5961","0.37","[0.33-1]"
"5962","0.44","[0.33-1]"
"5963","0.56","[0.33-1]"
"5964","0.74","[0.33-1]"
"5965","0.25","[0-0.33]"
"5966","0.41","[0.33-1]"
"5967","-0.03","[-1-0]"
"5968","0.39","[0.33-1]"
"5969","-0.19","[-1-0]"
"5970","0.17","[0-0.33]"
"5971","-0.03","[-1-0]"
"5972","0.64","[0.33-1]"
"5973","0.35","[0.33-1]"
"5974","0.26","[0-0.33]"
"5975","0.7","[0.33-1]"
"5976","0.72","[0.33-1]"
"5977","0.53","[0.33-1]"
"5978","0.4","[0.33-1]"
"5979","-0.02","[-1-0]"
"5980","0.85","[0.33-1]"
"5981","0.17","[0-0.33]"
"5982","0.11","[0-0.33]"
"5983","0.34","[0.33-1]"
